app_id	cpu	memory	instance_num	conflict	conflict_degree
200	4	8	1	[]	0
201	1	8	2	[]	0
202	1	16	4	[]	0
203	1	8	1	[]	0
204	1	2	1	[]	0
205	1	8	1	[]	0
206	4	8	2	[]	0
207	1	1	2	[]	0
208	3	8	62	[]	0
209	1	8	2	[]	0
210	1	8	4	[]	0
211	1	8	3	[]	0
212	1	8	1	[]	0
213	1	8	4	[]	0
214	1	8	1	[]	0
215	1	8	2	[]	0
216	1	8	3	[]	0
217	1	8	3	[]	0
218	1	8	1	[]	0
219	2	8	2	[]	0
220	4	16	8	[(1919, 0)]	1
221	1	1	1	[]	0
222	1	8	5	[]	0
223	1	8	2	[]	0
224	3	8	5	[]	0
225	2	8	2	[]	0
226	4	8	10	[(8530, 0), (541, 0), (2089, 0), (4039, 0), (7613, 0), (7879, 0), (7309, 0), (9127, 0), (5097, 0), (1328, 0), (1773, 0), (1592, 0), (2621, 0), (3464, 0), (198, 0), (615, 0), (3709, 0), (1024, 0), (143, 0), (1425, 0), (4210, 0), (8451, 0), (1793, 0), (1766, 0), (4048, 0), (5900, 0), (6139, 0), (199, 0), (1728, 0), (7267, 0), (5740, 0), (6269, 0), (1227, 0), (6393, 0), (8069, 0), (577, 0), (6750, 0), (8583, 0), (1324, 0), (8287, 0), (312, 0), (289, 0), (7874, 0), (6304, 0), (4576, 0), (6564, 0), (3657, 0), (7733, 0), (365, 0), (392, 0), (8931, 0), (1998, 0), (5905, 0), (810, 0), (473, 0), (4280, 0), (5528, 0), (7928, 0), (5541, 0), (4517, 0), (4393, 0), (2912, 0), (3414, 0), (3865, 0), (8194, 0), (8653, 0), (1356, 0), (4825, 0), (6161, 0), (7443, 0), (7639, 0), (3487, 0), (7338, 0), (7498, 0), (6381, 0), (3908, 0), (8412, 0), (1637, 0), (7270, 0), (9047, 0), (4595, 0), (9086, 0), (4349, 0), (8258, 0), (6896, 0), (3994, 0), (3250, 0), (7486, 0), (582, 0), (7058, 0), (4718, 0), (8410, 0), (4471, 0), (8436, 0), (9002, 0), (5997, 0), (9138, 0), (7217, 0), (5707, 0), (1955, 0), (4231, 0), (4169, 0), (5251, 0), (1055, 0), (7448, 0), (4511, 0), (5684, 0), (4325, 0), (9145, 0), (1443, 0)]	110
227	1	8	5	[(7998, 0), (7184, 0), (6597, 0)]	3
228	1	8	2	[]	0
229	1	3	2	[]	0
230	1	8	2	[]	0
231	8	16	1	[]	0
232	5	8	17	[(3512, 0), (4170, 0), (3340, 0), (8979, 0), (3266, 0), (8518, 0), (3631, 0), (6230, 0)]	8
233	1	8	1	[]	0
234	1	8	2	[]	0
235	12	8	4	[(798, 0)]	1
236	3	8	10	[]	0
237	1	8	1	[]	0
238	3	8	37	[(4911, 0), (1884, 0), (6152, 0), (6065, 0), (5614, 0), (5689, 0), (5264, 0), (8429, 0), (6659, 0), (3526, 0), (9336, 0)]	11
239	1	8	1	[]	0
240	4	8	1	[]	0
241	1	6	1	[]	0
242	1	5	3	[]	0
243	1	5	2	[]	0
244	3	8	4	[]	0
245	1	8	2	[]	0
246	1	1	1	[]	0
247	4	8	1	[]	0
248	8	16	8	[]	0
249	1	8	1	[]	0
250	2	8	13	[]	0
251	1	8	1	[]	0
252	1	8	9	[]	0
253	1	2	2	[]	0
254	1	8	3	[]	0
255	5	16	38	[]	0
256	2	8	2	[]	0
257	3	8	1	[]	0
258	1	8	1	[]	0
259	1	8	3	[]	0
260	2	8	19	[(4085, 0), (5064, 0), (6336, 0), (636, 0), (4393, 0), (7101, 0), (798, 0), (232, 0)]	8
261	1	8	5	[(4231, 0), (190, 0), (5498, 0), (6478, 0), (9265, 0), (3387, 0)]	6
262	4	8	29	[]	0
263	1	8	2	[]	0
264	4	8	1	[]	0
265	1	8	2	[]	0
266	8	16	1	[]	0
267	1	8	2	[]	0
268	4	8	3	[]	0
269	1	8	6	[]	0
270	1	8	11	[(5764, 0)]	1
271	2	8	3	[(798, 0)]	1
272	4	16	1	[]	0
273	16	60	1	[]	0
274	4	8	1	[]	0
275	3	8	86	[(7447, 0), (7622, 0), (6919, 0), (7338, 0), (5810, 0), (2224, 0), (4010, 0), (4210, 0), (5905, 0), (88, 0), (798, 0)]	11
276	5	8	1	[]	0
277	1	8	1	[]	0
278	1	8	5	[]	0
279	1	7	7	[(2484, 0)]	1
280	1	8	2	[]	0
281	3	8	8	[]	0
282	1	8	1	[]	0
283	3	8	4	[]	0
284	1	1	2	[]	0
285	1	8	2	[]	0
286	2	16	18	[]	0
287	1	8	2	[]	0
288	1	8	2	[]	0
289	2	8	5	[]	0
290	3	8	103	[(6074, 0), (6495, 0), (9077, 0), (6659, 0), (2073, 0), (3283, 0), (312, 0), (2285, 0), (3751, 0), (3370, 0), (7738, 0), (2700, 0), (3321, 0), (1781, 0), (6269, 0)]	15
291	1	8	1	[]	0
292	3	8	12	[(8176, 0)]	1
293	1	1	1	[]	0
294	1	8	2	[]	0
295	1	8	2	[]	0
296	1	8	2	[]	0
297	1	8	1	[]	0
298	1	8	2	[]	0
299	1	2	2	[]	0
300	2	8	2	[]	0
301	12	16	21	[]	0
302	12	16	8	[]	0
303	1	8	5	[]	0
304	1	8	1	[]	0
305	1	8	3	[]	0
306	1	8	4	[]	0
307	1	8	11	[]	0
308	1	2	2	[]	0
309	1	8	2	[]	0
310	2	8	71	[]	0
311	1	8	3	[]	0
312	1	8	5	[]	0
313	1	6	3	[]	0
314	6	8	1	[]	0
315	1	2	1	[(4096, 0)]	1
316	1	2	2	[]	0
317	2	8	6	[]	0
318	1	8	6	[]	0
319	1	8	1	[]	0
320	1	8	3	[]	0
321	1	8	6	[]	0
322	1	8	2	[]	0
323	2	8	2	[]	0
324	1	8	1	[]	0
325	1	2	3	[]	0
326	1	7	3	[]	0
327	2	8	5	[]	0
328	1	8	2	[]	0
329	1	1	1	[]	0
330	1	10	2	[]	0
331	1	8	1	[]	0
332	4	2	2	[]	0
333	1	8	1	[]	0
334	1	8	2	[]	0
335	1	1	2	[]	0
336	1	8	2	[]	0
337	1	7	1	[]	0
338	3	2	27	[(5067, 0), (798, 0), (5689, 0), (6659, 0), (7012, 0)]	5
339	4	8	2	[]	0
340	4	8	1	[]	0
341	1	8	12	[]	0
342	6	8	2	[]	0
343	6	8	2	[]	0
344	2	8	17	[(798, 0)]	1
345	1	2	1	[]	0
346	1	8	3	[]	0
347	1	8	2	[]	0
348	1	8	2	[]	0
349	2	8	3	[]	0
350	3	8	7	[]	0
351	1	4	24	[]	0
352	1	1	1	[]	0
353	1	8	2	[]	0
354	1	8	6	[(6659, 0)]	1
355	11	16	106	[(426, 0), (798, 0), (6408, 0), (693, 0)]	4
356	1	2	2	[]	0
357	1	8	8	[]	0
358	6	8	12	[]	0
359	3	48	3	[]	0
360	1	8	11	[(7443, 0), (5233, 0), (5267, 0), (3355, 0)]	4
361	1	8	4	[]	0
362	1	2	2	[]	0
363	1	8	1	[]	0
364	5	8	2	[]	0
365	2	2	25	[]	0
366	1	8	1	[]	0
367	1	8	4	[]	0
368	2	8	10	[(5851, 0), (1576, 0)]	2
369	2	8	4	[]	0
370	1	8	3	[]	0
371	1	8	5	[]	0
372	1	8	1	[]	0
373	4	8	1	[]	0
374	1	40	2	[]	0
375	1	1	3	[(1336, 0), (3286, 0)]	2
376	2	8	37	[(1042, 0), (4734, 0), (6839, 0)]	3
377	1	8	1	[]	0
378	1	8	2	[]	0
379	1	2	1	[]	0
380	1	8	2	[]	0
381	1	8	1	[]	0
382	1	8	3	[]	0
383	1	8	1	[]	0
384	1	8	1	[]	0
385	1	8	2	[]	0
386	1	8	5	[]	0
387	4	8	2	[]	0
388	1	1	3	[]	0
389	1	8	3	[]	0
390	2	8	2	[]	0
391	1	8	4	[]	0
392	1	4	7	[]	0
393	1	8	5	[]	0
394	1	8	2	[]	0
395	4	8	1	[]	0
396	1	8	4	[]	0
397	1	8	5	[]	0
398	1	1	2	[]	0
399	1	8	2	[]	0
400	1	8	2	[(4448, 0)]	1
401	4	8	15	[]	0
402	1	8	3	[]	0
403	4	8	1	[]	0
404	1	8	2	[]	0
405	1	1	1	[]	0
406	4	8	2	[]	0
407	1	8	2	[]	0
408	4	8	1	[]	0
409	3	8	2	[]	0
410	1	8	2	[]	0
411	1	8	5	[]	0
412	4	8	1	[]	0
413	1	8	3	[]	0
414	4	8	3	[]	0
415	1	2	1	[]	0
416	2	8	8	[]	0
417	1	8	2	[]	0
418	2	8	5	[]	0
419	1	8	5	[]	0
420	2	5	2	[]	0
421	3	8	14	[(7980, 0), (1884, 0), (6736, 0), (262, 0), (9052, 0), (3487, 0), (6710, 0), (4595, 0), (9095, 0), (2309, 0), (8287, 0), (3864, 0), (2767, 0)]	13
422	1	8	1	[]	0
423	2	8	4	[]	0
424	2	8	18	[(798, 0)]	1
425	1	1	1	[]	0
426	1	8	1	[]	0
427	6	8	1	[]	0
428	5	16	3	[]	0
429	1	1	1	[]	0
430	2	8	10	[]	0
431	1	8	2	[]	0
432	1	8	2	[]	0
433	1	8	1	[]	0
434	2	16	1	[]	0
435	1	8	25	[]	0
436	1	8	2	[]	0
437	1	8	1	[]	0
438	1	8	2	[]	0
439	1	2	1	[]	0
440	2	8	4	[]	0
441	2	8	18	[(2701, 0), (3286, 0), (2904, 0)]	3
442	2	8	25	[]	0
443	1	8	3	[]	0
444	1	8	3	[]	0
445	1	8	4	[]	0
446	2	8	2	[]	0
447	1	7	3	[(6408, 0)]	1
448	1	3	2	[]	0
449	3	16	15	[]	0
450	1	8	5	[]	0
451	1	8	5	[(798, 0)]	1
452	3	8	3	[(47, 0), (1066, 0), (8209, 0), (2480, 0), (4773, 0)]	5
453	1	4	2	[]	0
454	4	8	1	[]	0
455	4	8	1	[]	0
456	2	8	35	[(1224, 0), (2700, 0), (7880, 0), (4210, 0), (1904, 0), (2033, 0), (1599, 0), (208, 0), (5958, 0), (1051, 0), (5689, 0), (2185, 0), (798, 0)]	13
457	1	8	3	[]	0
458	1	8	2	[]	0
459	1	8	13	[]	0
460	4	8	15	[]	0
461	1	2	1	[]	0
462	2	32	1	[]	0
463	1	2	2	[]	0
464	6	8	73	[]	0
465	1	8	3	[]	0
466	6	8	1	[]	0
467	1	8	4	[]	0
468	1	8	6	[]	0
469	1	2	2	[]	0
470	1	1	1	[]	0
471	1	8	1	[]	0
472	1	8	2	[]	0
473	3	8	77	[]	0
474	1	8	2	[]	0
475	1	3	1	[]	0
476	6	8	5	[]	0
477	1	8	1	[]	0
478	1	8	2	[]	0
479	1	8	2	[]	0
480	3	8	3	[]	0
481	1	3	2	[]	0
482	1	8	6	[]	0
483	1	8	14	[]	0
484	1	8	5	[]	0
485	1	8	3	[]	0
486	1	6	2	[]	0
487	1	32	19	[]	0
488	16	60	1	[]	0
489	1	8	2	[]	0
490	1	8	2	[]	0
491	1	8	35	[]	0
492	1	8	2	[]	0
493	1	8	6	[]	0
494	1	2	2	[(798, 0)]	1
495	4	8	1	[]	0
496	1	8	6	[]	0
497	1	5	1	[]	0
498	1	8	2	[]	0
499	1	8	2	[]	0
500	2	16	3	[]	0
501	1	8	2	[]	0
502	1	8	2	[]	0
503	2	8	2	[]	0
504	1	8	1	[]	0
505	2	8	14	[(798, 0)]	1
506	1	8	2	[]	0
507	2	8	3	[(798, 0)]	1
508	1	8	1	[]	0
509	4	8	1	[]	0
510	1	16	2	[]	0
511	1	8	2	[]	0
512	1	1	1	[]	0
513	2	8	11	[]	0
514	1	8	5	[]	0
515	1	8	5	[]	0
516	2	8	17	[]	0
517	1	8	1	[]	0
518	1	8	1	[]	0
519	1	8	3	[]	0
520	1	8	1	[(798, 0)]	1
521	1	8	2	[]	0
522	1	2	2	[]	0
523	4	8	2	[]	0
524	1	8	1	[]	0
525	3	8	1	[]	0
526	1	8	3	[]	0
527	2	8	2	[]	0
528	1	8	2	[]	0
529	1	8	2	[]	0
530	1	8	1	[]	0
531	1	8	2	[]	0
532	1	8	1	[]	0
533	1	8	15	[(774, 0)]	1
534	1	8	2	[]	0
535	2	8	4	[(798, 0)]	1
536	2	8	51	[(7279, 0), (7309, 0), (6334, 0), (6683, 0), (1916, 0), (7096, 0), (5063, 0), (4341, 0), (949, 0), (7925, 0), (1051, 0), (7768, 0), (1031, 0), (4530, 0), (2166, 0), (1447, 0), (9269, 0), (1705, 0), (7935, 0), (365, 0), (6708, 0), (4274, 0), (290, 0), (5607, 0), (7058, 0), (4471, 0), (3464, 0), (6235, 0), (6964, 0), (2917, 0), (7522, 0), (7154, 0), (4393, 0), (8069, 0), (3709, 0), (1024, 0), (4595, 0), (1425, 0), (1222, 0), (6736, 0), (6827, 0), (3540, 0), (2123, 0), (7772, 0), (6047, 0), (3321, 0), (6325, 0), (4704, 0), (1640, 0), (4819, 0), (1927, 0), (3112, 0), (7379, 0), (7009, 0), (6269, 0), (7942, 0), (7970, 0), (459, 0), (5411, 0), (3612, 0), (7447, 0), (7267, 0), (510, 0), (4551, 0), (8191, 0), (5106, 0), (3032, 0), (6393, 0), (3526, 0), (7080, 0), (5028, 0), (9188, 0), (2850, 0), (5855, 0), (7414, 0), (8194, 0), (7792, 0), (4373, 0), (6304, 0), (9145, 0), (3845, 0), (5418, 0), (1235, 0), (9228, 0), (5740, 0), (7874, 0), (122, 0), (2668, 0), (1599, 0), (1788, 0), (2745, 0), (793, 0), (9100, 0), (1998, 0), (3788, 0), (4169, 0), (7778, 0), (3253, 0), (6054, 0), (4449, 0), (8684, 0), (8787, 0), (854, 0), (8931, 0), (3048, 0), (6710, 0), (5905, 0), (3595, 0), (9207, 0), (2185, 0), (3327, 0), (9049, 0), (3178, 0), (4175, 0), (3721, 0), (2700, 0), (238, 0), (3654, 0), (369, 0), (5496, 0), (8698, 0), (3559, 0), (6139, 0), (8139, 0), (281, 0), (22, 0), (2492, 0), (4778, 0), (2082, 0), (8199, 0), (772, 0), (3487, 0), (6137, 0), (7613, 0), (208, 0), (4221, 0), (9084, 0), (1328, 0), (7889, 0), (1067, 0), (476, 0), (7217, 0), (8722, 0), (4706, 0), (5807, 0), (1259, 0), (5684, 0), (5313, 0), (3127, 0), (8410, 0), (8168, 0), (5995, 0), (5778, 0), (8970, 0), (7738, 0), (5389, 0), (4042, 0), (2500, 0), (5929, 0), (143, 0), (1746, 0), (7733, 0), (9163, 0), (1405, 0), (4825, 0), (3349, 0), (7784, 0), (3994, 0), (1059, 0), (7486, 0), (685, 0), (5336, 0), (188, 0), (1227, 0), (4231, 0), (95, 0), (7843, 0), (5111, 0), (2657, 0), (1904, 0), (3103, 0), (2488, 0), (4939, 0), (160, 0), (6659, 0), (6694, 0), (3886, 0), (2089, 0), (2900, 0), (6188, 0), (2510, 0), (3019, 0), (5071, 0), (4864, 0), (585, 0), (1093, 0), (8842, 0), (3571, 0), (8324, 0), (3070, 0), (3802, 0), (2767, 0), (1887, 0), (9138, 0), (8569, 0), (1503, 0), (3692, 0), (2033, 0), (6152, 0), (6605, 0), (3077, 0), (8155, 0), (3849, 0), (5690, 0), (3105, 0), (2797, 0), (8618, 0), (575, 0), (5470, 0), (2491, 0), (7067, 0), (7928, 0), (6578, 0), (5086, 0), (5127, 0), (7578, 0), (2485, 0), (1464, 0), (1778, 0), (1781, 0), (1443, 0), (1238, 0), (4424, 0)]	233
537	4	8	2	[]	0
538	1	8	2	[]	0
539	1	8	2	[]	0
540	1	8	3	[]	0
541	2	8	35	[(3654, 0), (4349, 0), (7639, 0), (456, 0), (3414, 0), (4471, 0), (4210, 0), (4400, 0), (6381, 0), (7935, 0), (6408, 0), (8653, 0)]	12
542	1	8	1	[]	0
543	1	8	1	[]	0
544	6	8	22	[]	0
545	1	3	3	[]	0
546	1	8	2	[]	0
547	1	6	2	[]	0
548	2	8	2	[]	0
549	1	16	2	[]	0
550	1	16	2	[]	0
551	3	8	16	[(798, 0)]	1
552	1	8	4	[]	0
553	1	8	1	[]	0
554	1	2	2	[]	0
555	1	8	6	[]	0
556	1	8	9	[(798, 0)]	1
557	1	8	2	[]	0
558	2	8	4	[]	0
559	1	8	1	[]	0
560	1	8	2	[]	0
561	1	8	2	[]	0
562	2	8	33	[(9049, 0), (575, 0), (2224, 0), (5522, 0), (2668, 0), (7733, 0), (688, 0), (7889, 0), (1624, 0)]	9
563	1	8	2	[]	0
564	1	8	2	[]	0
565	24	32	43	[]	0
566	1	8	2	[]	0
567	1	5	2	[]	0
568	1	8	3	[]	0
569	1	8	4	[]	0
570	1	8	8	[(798, 0)]	1
571	1	8	2	[]	0
572	2	8	18	[(8842, 0)]	1
573	1	8	3	[]	0
574	1	8	2	[]	0
575	1	4	7	[]	0
576	1	2	2	[]	0
577	2	8	1	[(1416, 0), (1904, 0), (6269, 0), (1051, 0), (281, 0), (3886, 0), (7443, 0), (8347, 0), (9052, 0), (9095, 0), (3906, 0), (3987, 0), (1356, 0), (2353, 0), (208, 0), (3657, 0), (2185, 0), (312, 0)]	18
578	1	8	2	[]	0
579	1	5	1	[]	0
580	2	8	30	[]	0
581	1	2	1	[]	0
582	1	2	2	[]	0
583	4	16	2	[]	0
584	1	8	2	[]	0
585	3	8	75	[]	0
586	3	8	6	[]	0
587	1	8	1	[]	0
588	5	2	2	[]	0
589	2	8	5	[(80, 0), (8221, 0), (2850, 0), (7217, 0), (5022, 0), (6381, 0)]	6
590	2	8	2	[]	0
591	1	2	1	[]	0
592	16	32	1	[]	0
593	1	8	1	[]	0
594	1	8	2	[]	0
595	5	8	3	[]	0
596	1	8	3	[]	0
597	1	8	3	[]	0
598	1	8	3	[]	0
599	3	8	4	[]	0
600	1	8	1	[]	0
601	1	8	4	[]	0
602	1	8	3	[]	0
603	1	8	2	[]	0
604	1	6	2	[]	0
605	1	8	1	[]	0
606	1	8	2	[]	0
607	4	8	2	[(1175, 0), (50, 0), (2007, 0), (9035, 0)]	4
608	1	8	5	[]	0
609	1	8	1	[]	0
610	1	8	2	[]	0
611	1	8	3	[]	0
612	5	8	4	[]	0
613	6	8	13	[]	0
614	3	8	53	[]	0
615	2	8	14	[]	0
616	3	8	9	[]	0
617	2	8	6	[]	0
618	2	8	53	[(4797, 0), (9228, 0), (2772, 0), (2033, 0), (7426, 0), (798, 0), (1788, 0)]	7
619	1	8	2	[]	0
620	2	4	2	[]	0
621	1	8	1	[]	0
622	1	8	1	[]	0
623	1	8	2	[]	0
624	4	8	1	[]	0
625	2	8	5	[]	0
626	2	8	100	[(6334, 0), (9301, 0), (3982, 0), (1173, 0), (3283, 0), (7338, 0), (5376, 0), (1153, 0), (8653, 0), (401, 0), (1328, 0), (4025, 0), (7639, 0), (4866, 0), (3077, 0), (7613, 0), (9095, 0), (7880, 0), (290, 0), (4762, 0), (2186, 0), (5418, 0), (738, 0), (3343, 0), (1522, 0), (5063, 0), (6861, 0), (5689, 0), (516, 0), (6838, 0), (4874, 0), (5411, 0), (80, 0), (8386, 0), (6003, 0), (6230, 0), (1405, 0), (7067, 0), (6694, 0), (3994, 0), (5905, 0), (7486, 0), (1683, 0), (3590, 0), (4568, 0), (147, 0)]	46
627	2	8	1	[]	0
628	1	8	4	[]	0
629	1	8	2	[]	0
630	1	3	2	[]	0
631	1	8	1	[]	0
632	1	8	5	[]	0
633	1	8	4	[]	0
634	2	8	2	[]	0
635	2	8	6	[]	0
636	1	8	95	[]	0
637	1	32	1	[]	0
638	3	8	13	[]	0
639	1	8	2	[]	0
640	1	8	4	[]	0
641	1	8	2	[]	0
642	6	8	25	[]	0
643	1	8	1	[]	0
644	2	8	1	[]	0
645	1	8	1	[(3908, 0)]	1
646	6	8	27	[]	0
647	3	2	2	[]	0
648	4	8	1	[]	0
649	1	2	1	[]	0
650	1	2	5	[]	0
651	1	8	2	[]	0
652	1	8	2	[]	0
653	1	8	2	[]	0
654	6	8	2	[]	0
655	1	8	26	[]	0
656	12	8	2	[]	0
657	1	4	1	[]	0
658	2	16	2	[]	0
659	1	4	6	[]	0
660	2	8	1	[]	0
661	1	8	3	[]	0
662	1	8	2	[]	0
663	2	4	2	[]	0
664	1	8	6	[]	0
665	4	8	1	[]	0
666	11	16	23	[]	0
667	1	8	2	[]	0
668	5	8	4	[]	0
669	1	8	2	[]	0
670	1	5	2	[]	0
671	4	8	2	[]	0
672	1	2	1	[]	0
673	1	8	1	[]	0
674	1	8	5	[]	0
675	4	8	1	[]	0
676	1	8	1	[]	0
677	11	16	1	[]	0
678	1	8	1	[]	0
679	1	8	1	[]	0
680	1	8	1	[]	0
681	1	8	3	[]	0
682	1	8	5	[]	0
683	12	8	2	[]	0
684	1	8	2	[]	0
685	1	3	6	[]	0
686	4	8	1	[]	0
687	6	8	4	[]	0
688	6	8	36	[(1511, 0), (7268, 0), (6259, 0), (3283, 0), (6406, 0), (3124, 0), (5817, 0), (4754, 0), (4039, 0), (6269, 0), (1153, 0), (2616, 0), (4511, 0), (3996, 0), (7763, 0)]	15
689	6	8	5	[]	0
690	1	8	2	[]	0
691	1	6	1	[]	0
692	1	8	4	[]	0
693	2	8	14	[]	0
694	1	5	1	[]	0
695	4	8	27	[]	0
696	6	8	2	[]	0
697	1	8	2	[]	0
698	1	2	1	[]	0
699	2	32	1	[]	0
700	1	2	2	[]	0
701	4	16	41	[]	0
702	3	8	58	[]	0
703	1	8	8	[]	0
704	5	32	61	[]	0
705	1	8	1	[]	0
706	4	8	2	[]	0
707	1	8	7	[(611, 0)]	1
708	6	8	2	[]	0
709	4	8	3	[(5022, 0), (1222, 0)]	2
710	1	8	3	[]	0
711	1	7	2	[]	0
712	1	1	1	[]	0
713	1	8	2	[]	0
714	1	8	1	[]	0
715	1	8	4	[]	0
716	3	8	3	[]	0
717	2	8	1	[]	0
